detection_percentage_persoanlized_response
56.77
43.49
0.0
40.24
0.0
17.31
0.0
0.0
28.84
0.0
53.94
56.8
0.0
0.0
34.0
0.0
0.0
0.0
27.96
0.0
0.0
32.31
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
84.17
0.0
0.0
0.0
0.0
0.0
0.0
25.25
0.0
0.0
0.0
0.0
52.04
0.0
100.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
20.91
56.64
0.0
0.0
0.0
0.0
0.0
30.7
0.0
0.0
0.0
0.0
0.0
54.88
0.0
93.1
79.68
0.0
33.55
22.64
0.0
0.0
61.55
0.0
21.18
0.0
0.0
0.0
0.0
18.42
0.0
0.0
100.0
0.0
0.0
0.0
20.26
0.0
70.93
0.0
0.0
42.79
60.3
0.0
0.0
45.05
22.08
0.0
100.0
0.0
0.0
0.0
0.0
30.51
0.0
0.0
39.97
0.0
0.0
0.0
0.0
83.33
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
62.11
0.0
75.76
0.0
0.0
0.0
0.0
0.0
100.0
0.0
0.0
87.4
0.0
0.0
0.0
0.0
36.99
79.08
0.0
0.0
0.0
0.0
32.06
0.0
0.0
0.0
45.32
0.0
1.0
0.0
31.15
0.0
0.0
0.0
0.0
63.75
0.0
40.87
17.02
0.0
0.0
15.27
0.0
0.0
37.71
87.32
0.0
31.0
69.11
54.53
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
14.76
34.9
0.0
0.0
27.8
62.74
0.0
52.35
48.57
100.0
0.0
0.0
57.51
0.0
0.0
0.0
0.0
0.0
0.0
100.0
0.0
86.34
76.55
62.5
29.5
100.0
30.09
0.0
0.0
0.0
0.0
0.0
28.32
78.97
21.55
47.83
0.0
0.0
0.0
0.0
31.86
0.0
0.0
0.0
0.0
0.0
31.78
0.0
0.0
0.0
0.0
42.33
0.0
14.19
0.0
0.0
100.0
0.0
0.0
0.0
0.0
33.12
28.28
62.58
0.0
0.0
86.27
100.0
0.0
58.87
0.0
0.0
0.0
68.65
0.0
66.81
25.19
39.37
69.01
0.0
100.0
83.11
0.0
0.0
0.0
0.0
55.7
60.2
88.43
0.0
88.63
100.0
0.0
37.35
0.0
0.0
72.57
0.0
0.0
88.52
44.7
0.0
0.0
0.0
24.09
0.0
0.0
0.0
0.0
83.61
0.0
16.96
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
54.17
45.06
26.53
0.0
0.0
0.0
0.0
0.0
0.0
42.12
0.0
100.0
0.0
0.0
0.0
88.35
0.0
100.0
33.4
0.0
29.32
0.0
0.0
0.0
92.31
100.0
0.0
0.0
50.56
57.6
0.0
0.0
23.94
100.0
58.73
52.52
0.0
47.8
0.0
23.25
0.0
0.0
36.59
100.0
0.0
0.0
0.0
70.44
0.0
0.0
20.45
0.0
29.24
32.03
0.0
0.0
52.41
0.0
0.0
0.0
0.0
37.44
0.0
42.4
0.0
86.26
51.53
100.0
10.98
79.38
25.51
45.95
0.0
0.0
0.0
10.37
0.0
0.0
0.0
0.0
0.0
0.0
17.71
0.0
0.0
21.01
0.0
0.0
0.0
0.0
51.18
46.07
0.0
32.66
0.0
37.72
79.47
0.0
100.0
0.0
19.29
0.0
0.0
18.19
20.83
30.29
0.0
0.0
35.83
92.0
0.0
34.27
71.01
33.3
0.0
0.0
100.0
100.0
0.0
0.0
78.84
0.0
33.91
0.0
0.0
0.0
0.0
0.0
0.0
0.0
97.5
23.08
0.0
0.0
63.12
53.91
31.64
94.33
0.0
0.0
12.95
33.24
0.0
0.0
0.0
0.0
100.0
0.0
0.0
17.47
0.0
0.0
47.13
0.0
43.8
0.0
0.0
70.67
57.55
100.0
0.0
0.0
58.42
0.0
100.0
0.0
0.0
0.0
0.0
100.0
91.78
0.0
0.0
0.0
0.0
0.0
0.0
32.49
0.0
0.0
0.0
0.0
0.0
81.53
13.6
22.89
0.0
70.64
47.17
74.47
0.0
63.54
0.0
0.0
